STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:456982,REPUBLIC RANGER STATION WA US,801.6,48.6501,-118.7325,20130627 09:00,10, , 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130627 09:00,1, , 
COOP:452614,EPHRATA MUNICIPAL AIRPORT WA US,381.6,47.3078,-119.5154,20130627 09:00,2, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 09:00,3, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 09:00,6, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 08:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 08:00,2, , 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130627 08:00,2, , 
COOP:452614,EPHRATA MUNICIPAL AIRPORT WA US,381.6,47.3078,-119.5154,20130627 08:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 08:00,5, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 08:00,3, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 07:00,2, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 07:00,1, , 
COOP:459465,YAKIMA AIR TERMINAL WA US,324.3,46.5683,-120.5428,20130627 07:00,0,T, 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130627 07:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 07:00,3, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 07:00,2, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 06:00,2, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 06:00,2, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 06:00,3, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 06:00,3, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 05:00,2, , 
COOP:452384,EASTON WA US,661.4,47.2422,-121.1869,20130627 05:00,10, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 05:00,6, , 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130627 05:00,1, , 
COOP:452614,EPHRATA MUNICIPAL AIRPORT WA US,381.6,47.3078,-119.5154,20130627 05:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 05:00,4, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 05:00,5, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130627 05:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 04:00,2, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 04:00,5, , 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130627 04:00,0,T, 
COOP:452614,EPHRATA MUNICIPAL AIRPORT WA US,381.6,47.3078,-119.5154,20130627 04:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 04:00,4, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 04:00,5, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130627 04:00,3, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 03:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 03:00,3, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 03:00,4, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 03:00,4, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130627 03:00,1, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 02:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 02:00,1, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 02:00,2, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 02:00,3, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130627 01:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 01:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 01:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130627 01:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130627 00:00,1, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130627 00:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 23:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 22:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 21:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 21:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 20:00,0,T, 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130626 19:00,0,T, 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130626 17:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 17:00,1, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 17:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 16:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 16:00,0,T, 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130626 16:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 16:00,1, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 16:00,1, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 15:00,4, , 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130626 15:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 15:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 14:00,0,T, 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130626 14:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 14:00,5, , 
COOP:454154,KENNEWICK WA US,118.9,46.2111,-119.1011,20130626 14:00,10, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 13:00,0,T, 
COOP:457938,SPOKANE INTERNATIONAL AIRPORT WA US,717.2,47.6216,-117.528,20130626 13:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 12:00,0,T, 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 12:00,2, , 
COOP:451968,THE DALLES MUNICIPAL AIRPORT WA US,71.6,45.6194,-121.1661,20130626 11:00,0,T, 
COOP:451968,THE DALLES MUNICIPAL AIRPORT WA US,71.6,45.6194,-121.1661,20130626 10:00,0,T, 
COOP:452614,EPHRATA MUNICIPAL AIRPORT WA US,381.6,47.3078,-119.5154,20130626 10:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 10:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 09:00,1, , 
COOP:452614,EPHRATA MUNICIPAL AIRPORT WA US,381.6,47.3078,-119.5154,20130626 09:00,0,T, 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 09:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 08:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 08:00,6, , 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130626 08:00,0,T, 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 08:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 07:00,5, , 
COOP:451759,COUGAR 4 SW WA US,158.5,46.0086,-122.3455,20130626 07:00,10, , 
COOP:451160,CARSON FISH HATCHERY WA US,345.6,45.8677,-121.9733,20130626 07:00,10, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 07:00,1, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 06:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 06:00,7, , 
COOP:451759,COUGAR 4 SW WA US,158.5,46.0086,-122.3455,20130626 06:00,10, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 06:00,0,T, 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 06:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 05:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 05:00,1, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 05:00,0,T, 
COOP:458773,VANCOUVER 4 NNE WA US,64,45.6778,-122.651,20130626 05:00,10, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 05:00,5, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130626 05:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 04:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 04:00,1, , 
COOP:452064,DEER PARK AIRPORT WA US,667.8,47.97417,-117.42833,20130626 04:00,0,T, 
COOP:451759,COUGAR 4 SW WA US,158.5,46.0086,-122.3455,20130626 04:00,20, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 04:00,2, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 04:00,3, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 03:00,3, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 03:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 03:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 03:00,3, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130626 02:00,0,T, 
COOP:451160,CARSON FISH HATCHERY WA US,345.6,45.8677,-121.9733,20130626 02:00,10, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 02:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 02:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 01:00,0,T, 
COOP:451968,THE DALLES MUNICIPAL AIRPORT WA US,71.6,45.6194,-121.1661,20130626 01:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 01:00,1, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 01:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130626 00:00,12, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130626 00:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130626 00:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 23:00,7, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130625 23:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130625 22:00,2, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 22:00,0,T, 
COOP:457938,SPOKANE INTERNATIONAL AIRPORT WA US,717.2,47.6216,-117.528,20130625 22:00,0,T, 
COOP:459200,WHITMAN MISSION WA US,192.6,46.0436,-118.4628,20130625 22:00,10, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130625 21:00,0,T, 
COOP:457938,SPOKANE INTERNATIONAL AIRPORT WA US,717.2,47.6216,-117.528,20130625 21:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130625 20:00,3, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 20:00,9, , 
COOP:451759,COUGAR 4 SW WA US,158.5,46.0086,-122.3455,20130625 20:00,10, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130625 19:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 19:00,0,T, 
COOP:459082,WENATCHEE PANGBORN AIRPORT WA US,374.6,47.3977,-120.2013,20130625 19:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130625 19:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130625 19:00,0,T, 
COOP:451400,CHIEF JOSEPH DAM WA US,254.2,47.9967,-119.6482,20130625 19:00,10, , 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130625 18:00,3, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 18:00,0,T, 
COOP:459465,YAKIMA AIR TERMINAL WA US,324.3,46.5683,-120.5428,20130625 18:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130625 18:00,2, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130625 18:00,23, , 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130625 18:00,0,T, 
COOP:457473,SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,112.8,47.4444,-122.3138,20130625 17:00,18, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 17:00,0,T, 
COOP:459465,YAKIMA AIR TERMINAL WA US,324.3,46.5683,-120.5428,20130625 17:00,0,T, 
COOP:451968,THE DALLES MUNICIPAL AIRPORT WA US,71.6,45.6194,-121.1661,20130625 17:00,1, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130625 17:00,0,T, 
COOP:458773,VANCOUVER 4 NNE WA US,64,45.6778,-122.651,20130625 17:00,40, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130625 17:00,0,T, 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130625 17:00,0,T, 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 16:00,0,T, 
COOP:451968,THE DALLES MUNICIPAL AIRPORT WA US,71.6,45.6194,-121.1661,20130625 16:00,10, , 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130625 16:00,1, , 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130625 16:00,21, , 
COOP:452384,EASTON WA US,661.4,47.2422,-121.1869,20130625 15:00,10, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 15:00,0,T, 
COOP:451968,THE DALLES MUNICIPAL AIRPORT WA US,71.6,45.6194,-121.1661,20130625 15:00,0,T, 
COOP:451160,CARSON FISH HATCHERY WA US,345.6,45.8677,-121.9733,20130625 15:00,10, , 
COOP:457938,SPOKANE INTERNATIONAL AIRPORT WA US,717.2,47.6216,-117.528,20130625 15:00,0,T, 
COOP:456114,OLYMPIA AIRPORT WA US,57.3,46.9733,-122.9033,20130625 15:00,9, , 
COOP:451630,COLVILLE WA US,495.9,48.5472,-117.9019,20130625 14:00,10, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 14:00,0,T, 
COOP:457938,SPOKANE INTERNATIONAL AIRPORT WA US,717.2,47.6216,-117.528,20130625 14:00,0,T, 
COOP:457585,SHELTON SANDERSON FIELD WA US,82.6,47.238,-123.1408,20130625 14:00,0,T, 
COOP:458009,STAMPEDE PASS WA US,1206.7,47.2767,-121.3372,20130625 14:00,1, , 
COOP:456858,QUILLAYUTE STATE AIRPORT WA US,56.4,47.9375,-124.555,20130625 13:00,0,T, 
COOP:452064,DEER PARK AIRPORT WA US,667.8,47.97417,-117.42833,20130625 13:00,0,T, 
